index,input_text,given_label
5663," She argues that a drug syndicate called the Sinaloa cartel, one of the biggest criminal organisations in the world, operates with the help of Mexican officials.",0.76644164
2134,"Mrs Bagshaw said: ""I was shocked when I found out this pretty plant growing in the back garden was in fact a drug killing teenagers in America.",0.53169084
9808,"Anyway, it seems to be working great and my wife is happy I won't have a bunch of shit laying around now that I can just pick it up and move the whole thing out of the room!",0.85308176
16011,"I am a good, law-abiding citizen and I won’t go against the Fashion Police and the Natural Laws of Womankind, goddammit!",0.83785176
15437,"Apparently, they say “fuck” 55 times, “shit” 21 times, “cunt” 2 times, “bitch” 24 times, “asshole” 2 times, “dick” 3 times, “pussy” 3 times, and “jizz” once.",0.9540049
2960,"Yes, this episode was all about the man hair – and the fact that it exploded in this decade, to the point that even men in their fifties were growing out their sideburns and shag.",0.53599393
10181,"Warning: Marivauder, who joined Bat Country after stealing the contents of his previous wormhole corp’s POS, is a dirty thief.",0.91838366
12903,"And because of this we're all undoubtedly going to run into some true, state-of-the-art assholes along the road.",0.77806294
17341,"People who had probably even liked her page, went off at her calling her names, untalented, worthless and practically a slut.",0.87170976
4969,There's an interesting angle to be plundered here about the mainstreaming of sexual fetishes.,0.56078815
23941,But here's the rub: the language must show you where you have done something stupid.,0.8716885
14398,The case was designed to replicate the iconic Iron Man Mark VII armor that Tony suits up in when he’s ready to kick some ass.,0.92703164
21333,"That said, you are correct that this year's rankings are especially stupid.",0.9018931
7157,"Sometimes I think about what I have achieved in life – very little, on the whole, because my core skill is ""writing words"", and any dumb goof can do that – and I think: yes, but has one of my turds ever stopped a party from happening?",0.8000595
15892,And there is no film better than their masterwork of stupidity that is Rats: Night of Terror…,0.87185377
4886,"This remarkable 360-degree turnaround was praised by Oliver Kahn (""a very clever decision"") but universally panned as a ridiculous compromise.",0.5062351
14654,"“Here’s how obvious our need is: just two days ago, even a total idiot agreed,” he said.",0.83443445
5110,"Dear Black People: If you don’t learn business and technology, your enemies will destroy you",0.5360391
18318,"On the plus side, you won’t have to see that word mentioned on this blog anymore, and I won’t have to keep double checking that I might have said fuck by accident.",0.89953005
22056,It's no secret that Pyramid fishes better when the weather sucks but there's two sides to the shitty weather coin.,0.96697944
8554,Now he's quasi-retired (ie he only takes projects he wants to do and doesn't crank out art for just anybody) and doesn't have to deal with that kind of crap.,0.76670414
7958,"First there’s Yung Hee, Mike’s adopted Korean daughter and all-around buzzkill; Pigeon, a filthy disgusting man trapped in the body of a filthy disgusting bird; and Marquess, the ghost whose sole mission is to keep Mike on the path to redemption.",0.7575103
5284,"This stench will knock you to your knees, sear your lungs and brain, and make you scream for mercy.",0.5608265
21151,"Besieged by jealousy, others have resorted to aggressive statements: “I’m going to punch her in the face.",0.95078266
22018,"On her tiptoes, with fists clenched, the Nike model celebrates her form: ""My butt is big and round like the letter C...",0.7667728
23170,"The Rainforest District is connected to Tundratown, which leads right into Sahara goddamn Square.",0.8028341
5285,"Which is very good news for any man who has lost his penis either through genital defects, injury or perhaps surgery for an aggressive case of penile cancer.",0.5024802
15912,One thing you want to know about teens is that teens love huge cocks.,0.9225538
15485,"There is not ONE WISP of evidence over the past couple generations that anyone of prominence in our culture encourages rape, much less the entire fucking culture.",0.82068175
3372,You can also disguise yourself in any one of your favorite Strawhat member and listen to some of their most famous quotes in front of the big Thousand Sunny’s head!,0.558067
18486,"Former Fox News host, Lauren Sivan, alleges that Weinstein trapped her in a closed restaurant and masturbated in front of her.",0.9332374
14937,"Allen West injected some sanity into the debate and said, “Shut your mouth, war is hell.”",0.8998611
11614,"The UK PM has called the Republican hopeful's proposal for a temporary ban on Muslims entering the US ""divisive, stupid and wrong"".",0.8737354
6658,Previously sat next to a schoolgirl on train and performed a sex act under a juggler’s hat,0.7609782
4358,"Vulture got on the phone to talk to Apa about suffering through a “gnarly” dye job, who he’s shipping on Riverdale, and what it’s like to become a sex object.",0.5312618
23605,Think twice before hitting post; this thread will be moderated for idiocy and useless posts.,0.8315944
9852,"If only it came with a bumper sticker proclaiming ""my bitches ride in the back.""",0.88716245
8537,"Officers opened fire after Gaines, 23, pointed a legally-purchased Mossberg 12-gauge pistol grip shotgun at them and said, ""If you don't leave, I'm going to kill you.""",0.92845124
10408,Most of the homophobia we see these days consists of people just being dicks about homosexuals.,0.90563464
2721,"As the Daily Mail points out, President Obama had no problem smiling and hobnobbing with a cornucopia of murders and human rights abusers.",0.53131044
9330,It just puts you in exactly the wrong part of Pacific Standard Time and now you’re fucked.,0.9556222
5971,"Especially about your hilarious attempts at trying to figure out who I am, how my childhood was like and why I avoided your ass-backwards, lop-sided argument(s); if it can even be called that.",0.8583923
9279,"The mining industry likes to puff itself up with impressive sounding numbers — but unfortunately many, if not most, of these figures are absolute rubbish, writes Lachlan Barker.",0.86054736
4538,These Massachusetts firemen found a unique (and adorable) way to soothe a little girl while rescuing her and her family from a stuck elevator shaft.,0.5075895
16220,Read more: Burning the Empress Card: When My Parents Tried to Exorcise My Gay Demons,0.83438253
11210,"rawdownloadcloneembedreportprint text 6.65 KB 15:33 Pizza-Fan-03 J01ntz, why do you think that Homestuck sucks ass?",0.9787468
4861,"The Imam told the interviewer: “we need to react properly, and not to add fuel to the fire”, speaking of the hundreds of women who were groped, sexually assaulted and even raped by migrant men across German cities like Cologne.",0.5623437
8964,"But that doesn't mean it's open season to behave like a dick, according to the energy giant.",0.9322899
19170,"I read somewhere that that translates to ""pile of shit"" in Tagalog?",0.95306265
11277,"After dragging the naked young woman to the bathroom, they allegedly turned the water as hot as possible, inserting the shower hose into her vagina.",0.95581365
22957,"A male fertilizes a female bedbug by piercing her abdomen with his needle-sharp penis, and ejecting sperm directly into her body cavity.",0.93340844
685,“The excesses of political correctness have reached the point where people are seriously talking about registering political parties whose aim is to promote paedophilia.,0.53161114
5808,"If you’re a public figure, and especially if you’re a women or person of color, you’re probably used to sexist or racist jerks yelling slurs and threats at you on Twitter, Facebook, and in the comments section under the articles you write.",0.8959528
6694,"She told VICE News in a recent interview that she hopes to end up being known for more than ""stabbing the man who raped me.""",0.86199397
5528,"“But he has left a trail of crap behind him with retweets, with retweeting something about Jews, retweeting something about Muslims, retweeting fake news.",0.56331325
7101,"Sanders' encomium thereby earned swift and peremptory condemnation from NARAL Pro-Choice America, who called the endorsement ""politically stupid.""",0.83785176
5841,"I Wrote an Autobiography and Disguised It As a Hip-Hop Concept Album 🙂 It Describes Some of The Events in My Life Between The Years of 2002-2007 (and Also Includes a Few Predictions About The Future 😉 No Exaggerations, No Bullshit...Ev",0.8209828
4039,"Alex Pareene unleashed an extended diatribe in reaction to the election of Donald Trump in a Wednesday item on Deadspin: ""Blame white people.",0.5577894
979,Pharmaceutical companies deliberately mislead doctors into prescribing useless and even harmful meds,0.5305321
6773,“What would you call the public display of a butt naked body of a child?”,0.80373013
16339,"‘They bite because they’re hungry, and testicles sit nicely in their mouth.’",0.87156713
4940,"Another shows white Muslim convert Jordan Horner, who called for Shariah Law in London, stating: ‘Gingermo is not a true Pakémon, having converted to Islam believing he might make some friends who are as angry and weak-minded as himself.’",0.53094125
7068,"and sticks (without this test ""your child will have MISERABLE life [sic])"".",0.8699937
21082,"I’ve seen this idiotic meme repeated many times, but the primary source of this stupid—see also: delusional, ludicrous, and absurd—notion seems to be Dr.",0.87082624
8499,"Former teache­r says she was threat­ened with a gun, taken to a house and raped while being filmed",0.76644164
23634,Now imagine you don’t care in the slightest about the stupid milkshake.,0.83574605
3843,"Stalin was able to control, starve, punish and imprison a defenseless people… after he took their guns.",0.54968166
1648,"Dealing with both groups can be exhausting, and for one simple reason: some soccer games just stink.",0.50130075
8138,"I mean, when Republicans from blood-red states like Georgia and South Carolina start telling Grover Norquist to go suck a thumb, you know something palpable has changed in American politics.",0.7953848
8093,Please Remove Statute of Limitations for Child Sex Abuse in Florida.,0.76688665
9818,O’Reilly was just a bad symptom; Fox news is the f*****g disease.,0.8883431
6763,"Mayor Walter Gray asked interviewer Lori Welbourne what she was doing when she told him to hold the microphone, took off her halter neck top and asked about his views on women baring their breasts in public.",0.7618137
2855,"I think we all know, or should know, that there is something wrong with killing animals for their meat.",0.5117732
17203,A man got so drunk that he let his friend tattoo an elephant’s head around his penis on what they dubbed “tattoo Tuesdays”.,0.9069888
22017,"""I was at an event and I had a few rappers with me who got on stage, rapping, 'F**k the police, f**k the police,' and I was like, 'Hold on yo!'",0.9302233
11584,"According to warrants, Niewood got the 13-year-old girl to send him a photo or video of her breasts and vagina over the Internet.",0.9190888
4798,"The other big difference is that D&D emerged in the 1970s, and WoW is totally a ripoff.",0.5623005
23510,"While this one is more of an introduction to meaty cocks, because it’s not really all that meaty, it does its job well and if you love what cums out of it, then you, my friend, are a meaty cock enthusiast.",0.92703164
1076,"The Crepugnant is a bashful, sluggish creature with an unnaturally distressing visage, usually hiding its soft, boneless head and neck deep within its hollow torso.",0.5211682
105,"The child’s 17-year-old mother was hysterical when she phoned the Fairfield Police to tell them her son was bleeding from his face, presumably while Cooper taunted the baby in his demented game of “I got your nose.”",0.53136915
4566,"British children using social networking sites have unwittingly been the victim of one of the world's worst ever child pornography rings, it has emerged.",0.5467643
10899,Chilling tradition of the town where every girl is born to be a sex slave,0.83785176
5458,Obama called out the 30 year old on the size of his penis and teased him saying: “You Asians got nothing under the hood.,0.53405523
382,"Clinton offered a message that the collected plutocrats found reassuring, according to accounts offered by several attendees, declaring that the banker-bashing so popular within both political parties was unproductive and indeed foolish.",0.56246597
3417,"It's absolutely ridiculous that they are forcing everyone to do a ""drive the car in a straight line"" test, and I'd wager most of the beginner stuff is equally stupidly basic.",0.56954575
12126,"That's statistically impossible.)



Show me another state in 2016 in which Trump's vote total increased by 10% over Romney's.



Pardon the vernacular but this stinks like shit.



=Lefty=",0.90387625
5149,Jason Marshall gagged and strangled multiple male victims after meeting them for sex,0.50479984
1369,My (anonymous) secret santa did a pretty kickass job; They picked me up:,0.57499385
479,"In a plea deal reached with prosecutors, Kohlhepp would avoid the death penalty and instead receive seven consecutive life sentences, plus 30 years for the sexual assault charge and 30 years for kidnapping.",0.5277984
17134,"You can also try making a career out of gaming videos on YouTube and Twitch, but that’s sort of like trying to become a professional athlete—if you’re not already en route by the time you turn 18, you’re fucked.",0.8714913
9660,"And, if we’re really lucky, maybe everyone will finally stop talking about vaginas so damn much.",0.94040304
110,"It is made by Peep Show producers Objective Fiction and will be directed by Andrew Chaplin, whose credits include Witless and Charlie Brooker’s Weekly Wipe.",0.55640024
15112,That is of course well-above the $16.3m debut of the original Dumb and Dumber.,0.7640254
4887,Jamie is that special kind of man who saved himself for marriage and still managed to surprise his wife with his carnal prowess.,0.5596077
6930,Now the Druids of the Alliance can compete with those damn Tauren!,0.7665709
18259,Anyone who thinks Muslims can assimilate in any society that isn't dominated by Islam is fucking insane….,0.9184838
882,"Now more than ever there are opposing, radical visions for this country on offer, and to me as a gay man it’s quite obvious that our community should be Labour to its core.",0.5898578
13819,"There have been closet shits, under bed shits, shits behind the couch,...",0.94987816
7577,"According to the probable cause report, they were following up on allegations that he gave a 15-year-old girl a tattoo, then raped her.",0.761136
23942,It’s a wise (and maybe the only) political move available to these scumbags.,0.8701602
21650,"But that’s far from a perfect solution — and, more to the point, it’s bullshit that your brand-new smartphone comes with less memory than an iPod Shuffle.",0.9601275
11717,"I'm a student at Princeton, and before I even arrived on campus my freshman year, I heard the Tiger Inn stories: competitive projectile vomiting, harmonious chanting of ""tits for beer,"" and naked guys standing on tables while strumming their ""penis guitars.""",0.87837774
2237,He says it's ridiculous to focus on women's behavior and not crime of the rapist,0.5472733
12572,I would let her recover and relax for a day only to suddenly demand anal sex.,0.9051037
3305,"The blood clot that put Secretary of State Hillary Clinton in the hospital was found in her head between her brain and skull behind the right ear, her doctors said today.",0.50275236
19682,I’m pretty sure all the grumps are tired of this exclude all women bullshit and I’m pretty sure 55% of the fandom (that most identify as female/women) are done with exclude female bullshit,0.89303887
11815,"At last, I busted it out, and wouldn’t you know it, it’s actually fun as shit!",0.9471409
1158,"FISA helps those in the Intelligence Community catch spies, international terrorists, and others who seek to do harm to the United States, its citizens and its allies.",0.5314569
20916,The pastor defending the law then lectures Fry on the proper use of his penis.,0.94556093
12301,"For every human tragedy offline, there will inevitably be a group of dedicated fuckers trying to make it worse using the internet.",0.8740747
7046,"Though there is mild swearing, it certainly isn’t up to par with such classic curses such as “boy shitting howdy” and “shitsponge”.",0.8718113
21620,"“Unless you were exceptional, he treated you like a slacker and an idiot,” another student wrote.",0.9333918
2897,"Their everyday life consists of violence, weapons, drugs and forced prostitution,"" Reul said in a statement.",0.5556782
3487,"t’s a little bit raunchy with the peek-a-boo bra but I’m a sucker for ruffles, and it comes as a dress version too! B",0.5719336
674,"But he also suggested the Liberals were already running a “negative, ugly campaign” against Penashue.",0.53566945
6798,"MEDIA RELEASE October 23, 2008 Embargoed: 11.30 am (AEDT) 103/2008 One in five Australians have a mental illness: ABS",0.7624123
20480,My sleeve has been custom molded directly from my body so very soon you will be able to take home an exact replica of my vulva and anus that you can pleasure yourself with while you watch my movies.,0.9545126
19645,"An Irishman is relieved and intact after firefighters had to use an angle grinder to cut a metal ring off his penis, a new report reveals.",0.8489466
10973,"It does a great job of showing us that the real enemy out there is our Pasts, and the worst any alien can do is bring that shit back up.",0.9042413
2131,The candidacy of Donald Trump is the open sewer of American conservatism.”,0.5525555
17877,Trump began his rambling diatribe by calling Graham a 'lightweight' and an 'idiot.',0.92385507
9068,"The woman who reported it to the police told us that he ""exposed himself and masturbated to completion on a crowded uptown A train.""",0.93339956
23021,"Like the famous sci-fi character that introduced her to millions of fans around the world, Carrie Fisher had no patience for bullshit.",0.92703164
24283,Do you have any idea how much you’ve gotta suck to get cut from the Canadian Football League?”,0.893563
2058,"Rob Portman both condemn the Republican nominee for his lewd comments about women and rhetoric that Kasich called ""silly.""",0.59451145
13546,"If it weren’t for the heaping pile of dog shit that is Burger King (other than chicken fries, shout out chicken fries), more people would be woke to the fact that McDonald’s is a cancer on the American culture.",0.80642647
12791,"Whether you spend your evening chatting by the campfire or dancing all night at a festival, being woken up at sunrise sucks!",0.876498
12299,As Noisey put it: “Calm down about [the song] ... it’s probably bullshit.”,0.9468551
972,Identity theft which results in tax fraud tops the IRS Dirty Dozen list again.,0.5315154
8914,"Ludacris, rapper and avid supporter of Barack Obama (Obama once claimed to have Ludacris in heavy rotation on his iPod) has released a new song called 'Politics: Obama Is Here' in which he attacks Hillary Clinton as an 'irrelevant bitch'.",0.884893
321,President Barack Obama on Thursday dismissed Donald Trump’s warning that November’s election could be rigged against the Republican candidate as “ridiculous.”,0.52343535
3430,"Those comments have offended me because of false and ugly stereotypes on which they are based, but the comments have never frightened me, and when I disclose my Jewish identity, the speakers are always contrite, ashamed, and genuinely embarrassed.",0.511258
19056,"In January of this year, Lawrence Taylor pleaded guilty to sexual misconduct and having sex with an underage prostitute.",0.83785176
780,"New Castle police say Slagle ""advised the kids that if they did not get off his property he was going to shoot them.""",0.56597143
9654,These Trump supporters are not the kind you find on Twitter saying dumb or racist things.,0.76644164
4900,What she fails to mention in that bio is that she’s also kind of a flaming racist:,0.5315614
11279,"pulls a gun and declares “This is me asserting myself, you dumb fuck.”",0.97322893
5726,It looked like I'd be running myself into the stupid little shelf for years to come.,0.86445963
20248,"Or, have you perhaps contemplated the intellectual musings of a Tumblrista and wondered “what in the everlasting fuck is this person actually saying?”",0.8788555
23094,"Some people assumed that Ian was taken down in Wenning's cataclysmic career demise, while others thought he might have ""got caught up in some hood shit.""",0.90013784
20961,Hurd said the murder was “highly premeditated” and that he wanted to kill Crampton because she was trying to have sex with him.,0.87185377
7647,"The standard line about Hallmark’s endless parade of made-for-TV Christmas movies is that they’re dumb and super cheesy, but they give your grandmother something to watch.",0.8757396
12651,"When traveling in the vast, anonymous, lawless expanse known as the Internet, it's a given that you're going to run into some weird shit.",0.9167082
14655,"If you are suprised, then we’re sorry to point out the obvious, but you’re stupid.",0.9664194
7290,"He then goes on to describe learning that she had an STD, and make jokes about her having sex.",0.8028341
17847,"Year after year, another member of the family is slain by running into the sharp corner of a possessed painting—or perhaps the family member was a clumsy fool and was self-impaled in a pit of spikes.",0.8644836
2750,"""It was sexual harassment, violating my body, propositioning me, inviting me to hotels with the guys discussing business and then propositioning me for sex,"" Brown told the ""Today"" show.",0.5361788
17964,"That’s according to some number crunching by The Daily Beast Web site, which in its ranking of smarts for 55 metro areas put Las Vegas one notch away from being the dumbest city in America.",0.86904687
20140,"I thought it was just vile casinos and ugly skyscrapers full of ghastly, gold-plated shit that cheapens and demeans all who set eyes on it.",0.8378173
1061,"Dunford’s comments, sure to be heard in Beijing and Pyongyang, come as the Trump administration is hinting, with various degrees of subtlety, that it is willing to kill Kim Jong Un, the North Korean despot.",0.5148465
22185,A new video has surfaced of students this past week at Evergreen State College yelling and ranting about everything from “racist white teachers” and “white-ass administrators” to “black power!”,0.8764711
7875,"Jessica Valenti’s take on the Assange sex case in last Sunday’sWashington Post was more of the same old same old, a mish-mash of the usual feminist victim blather about America’s supposed tolerance of rape.",0.7634297
2944,A message stick is a form of communication traditionally used by Indigenous Australians.,0.5614772
10482,"One of my best friends of over 25 years, Louis CK masturbated in front of women.",0.94499594
4810,"“If you don’t get the hell out of this house right now the next one is going into your head,” Marcus Schumacher thundered while clutching a pellet gun.",0.5469026
7097,"Hill alleged that while she was working as Thomas’ aide for several years in the Equal Employment Opportunity Commission, Thomas routinely harassed her with sexual comments about his penis and watching porn.",0.8689187
19404,"Let’s return to Rylo, who is now living in a group where none of them actually give a shit about each other.",0.9182939
10751,"It’s more of an ordinal system; 001 means you’re awesome, 999 means you’re some omega piece of shit.",0.9666947
21323,"The fact that these dumbass racist fucks don’t even know the difference between the naming conventions of Pokemon and Digimon notwithstanding, as you can see, this shit is fucking heinous.",0.95943356
5618,"In 2009, William Marotta thought he was doing a good deed by donating his sperm to a same-sex couple looking to conceive.",0.7902906
4178,"It's one of the Colbert character's oldest gags—he ""doesn't see color,"" so he can't ever be blamed if he accidentally does something horribly racist.",0.51203704
11808,"Also, the purple glow of the exhaust is also not as bright as i can see them on the original model.The detail is not really in focus, but the power fist reads ""FUCK YOU"" on the fingersI am quite satisfied with the models themselves.",0.8576679
20133,"It will make his life easier, so he won’t interact with those idiots who think one’s name defines their appearance.",0.95035106
19781,"Vikings fans are much more familiar with that other place, where the accursed wander in misery.",0.76070255
7471,"After she escaped Fields’ advances at the restaurant, she says that he drove her home drunk, and then fondled her legs and breasts.",0.7807116
6772,"In a historic visit to Brazil, Theodore Roosevelt famously saw a group of piranhas shredding pieces of a cow carcass in seconds.",0.8028341
22597,"""And 41 minutes in, there's a shot of a squirrel with ENORMOUS testicles.",0.87705076
5156,"If the latest stories in the Western press are to be believed, those dastardly Russians are responsible for turning a piece of anti-Russian propaganda into a viral video on social media.",0.53089267
13935,The anchor says Franken posed for a photo with his hands on her breasts as she slept.,0.87185377
923,"But you wouldn’t know it from watching Hollywood movies, which tend to split gamers into two groups: those who use their exceptional abilities to fight aliens (Ender’s Game) and those who are total losers (Grandma’s Boy).",0.5577746
22170,Gossage had lost interest in following up on the work seen here that I finally got him to tell me about 'all this shit.',0.8871335
23674,"These women, who had both beautiful breasts and real penises, fascinated me.",0.90049106
19429,"“Honestly, if either of them win, the entire internet f***ing loses,” a user wrote on the 4chan discussion board.",0.87185377
23627,In the comments on these alternative thirst traps lie a parade of heart-eye emojis and watery squirts meant to symbolize ejaculation.,0.7665887
12222,"Just left 16 and Mission Bart station and as I was approching the ticket exit, a completely naked man with his penis hard was backing a woman coming from work I assume against a wall and he threw her down to the ground.",0.8814756
17133,"(CNN) Islamist terror group ISIS has unleashed contempt on both the United States and President Donald Trump in a new audio message, calling the latter a ""foolish idiot.""",0.9334753
7736,"While the Colosseum or Champs-Élysées can still be visited, their majesty ever apparent, New Yorkers industriously rebuild Mars Bar and Mondo Kim’s as defiant, “sucks you missed it” mythology.",0.7693419
22067,"Seriously, screw Ripley Scott and Damon Lindelof’s prequel and the ant-sized aliens and secreting nipples that are rumored to be featured in it and give me this Alien flick instead.",0.83785176
23426,"If you’re picking up what she’s putting down (and you’re a joyless sort if you don’t), be sure to check out Hanawalt’s Tumblr for more, as well as her new book, My Dirty Dumb Eyes.",0.7836216
23380,Shocking video out of Britain shows a Muslim man hurling insults and racially abusing a white man by telling him he looks like pork.,0.7668003
10302,"The resentment was such that fellow fantasy author Neil Gaiman was moved to come to his defence: Martin, Gaiman blogged, ""is not your bitch"".",0.8849138
15962,"“I read the post on Goop, and all I can tell you is it is the biggest load of garbage I have read on your site since vaginal steaming,” Dr.",0.9268642
17011,"In the next couple of months the usual suspects are going to run pieces about whether or not you need to shave your legs, and they’ll trot out a bunch of half-baked reasons, half-truths and bullshit lore.",0.86942154
14682,"""Hell no, f— him, I can't stand that guy, I'd rather kick his ass.",0.98087466
12798,This week's curiosity is Texas Congressman Michael Burgess who claims to have witnessed 15 week-old fetuses masturbating.,0.8377701
18934,"Max Coyle, a former Green Party candidate, responded to Justice Minister Collins on Twitter, saying: ""Go kill yourself you despicable human"".",0.89307374
4244,"A Change.org petition, entitled “Change the Racist Mascot of LSU!,” claims that the school’s mascot is racist and represents white privilege, as it was named at the time of Jim Crow.",0.5362144
12503,"I was wrong about pretty much everything during the 2016 election, but the thing I was probably most wrong about was thinking the “Grab ’em by the pussy” tape would cost Trump the election.",0.8724843
23004,"""As I got near the Aotea Quay turnoff on the motorway this idiot passed me at a hell of a speed.",0.92703164
15809,"“If you know of any addicts, go ahead and kill them yourself as getting their parents to do it would be too painful.” said Duterte, going on to add, “These sons of whores are destroying our children.”",0.90160614
16934,"rawdownloadcloneembedreportprint text 1.32 KB Pyrocynical broke into Freddy Fuckboy's Family Diner late into the night, craving that sweet foxy pirate ass.",0.9022803
6632,"I’m in Downtown Stockton; of course I’m going to see the new Justin Bieber movie… but not in 3D, that shit gives me a headache.",0.83785176
17385,sure a black person may be rightfully upset with white people and be hurtful to them verbally and call them names like cracker and spew white stereotypes out they ass but thats not gonna do nothing huh?,0.9017752
9046,"I'm writing about Radcliffe Bent's recent opinion piece ""Rutgers expectations, standards are dumb, you are proof.""",0.83670413
14502,"Last time I was there, a steampunk gentlesir leered at my chest, said I had great tits, and then got super offended when I walked off in a huff.",0.9049524
15986,"The most identified symbols of the march were the knit pink hats with cat-like ears dubbed ""pussy hats"" -- as well as the women prancing around dressed as vaginas.",0.95674866
5771,"A strategy which includes beheadings, crucifixions, and the revival of slavery, and it all derives from their f*cking book, the only book they ever read.'",0.8439425
23446,"Court heard that he admitted to police that he had been sexually excited in these encounters, and that he sometimes ejaculated in his pants.",0.79587984
20275,"I was going into the Tory conference last week and a chap shouted at the top of his voice, “Boris Johnson, you are SCUM!”",0.88686126
11271,That’s a set of books where the influence they have is just fucking massive.,0.84284073
1843,A former Secret Service officer at the White House got a 20-year prison sentence after pleading guilty to sexting with teenage girls.,0.53890485
10013,Didn’t we spend all that time and money droning the shit out of the terrorists in Pakistan?,0.8708678
18479,"And there you are, still wearing your boring old lame person clothes like a chump.",0.9473739
14372,“My wife went up to the podium during Fast Sunday and started thanking the members for their help and support while I was recovering from my broken scrotum.,0.8949892
21436,I'm 47 and out of fucks to give anymore.Force me into living a criminal/terrorist life and the results will be fucking spectacular because I excel at anything and everything I put my heart and mind into.,0.8712175
18084,Woman’s Ass Size Study There is a new study about women and how they feel about their asses.,0.83785176
17159,"I hate putting a lot of money into something I probably won’t use, but on the flip side I want to have stuff good enough to save my ass in case TSHTF and I DO need to use the kit.",0.90601176
1197,"He resigned Feb. 22, immediately after being confronted with evidence that he had stolen money from Hispanic men he arrested for driving without a license.",0.5297239
19199,The only time women are not attracted to intelligent men is when they have the option of a good looking guy who is dumber than pants on fish.,0.76680887
3375,Equally real is the attempted engineering marvel -- a four-story metal container that will be lowered onto the leaking pipe to try to suck in the flowing oil.,0.57026654
8774,"If you choose to not head these warning and press on ahead you may find yourself maced, accused of kidnapping, tackled by Homeland security or snorting cocaine, ordering call girls, having oral sex with a publicist, treating your assistants abusively and rapping badly.",0.83500797
1,"The heavy boulders unexpectedly cascaded down the Agnes Vaille Falls on Monday morning at around 11 a.m., rolling over and killing the five victims, according to the Denver Post.",0.5654375
9476,"""If someone does not find us, he shall start killing Russian apostates on his own.",0.9005347
21302,"It will mean women will have to be more responsible and forward-thinking, instead of blindly following their vaginas.",0.96113175
21833,"""People from the outside must look at us and think 'what stupid people, what are they doing?'.",0.9150739
3594,"If there’s anything in politics that’s worse than being called a racist, it’s being called a hypocrite.",0.53549814
92,"The 36-year-old Perth man is on trial in the District Court charged with four offences including sexual penetration without consent, aggravated assault occasioning bodily harm and unlawful wounding.",0.5050007
8977,"Actually, the present study investigates for the first time the physiologic role of the glans penis during coitus.",0.9491437
19164,"Here’s what really happened: The other contestant had not, in fact, called me a bitch.",0.961684
17514,"Anyway, to those wingnuts, and Liz Cheney, my response is: suck on this.",0.83785176
6093,"Yet, he went on to say that Bernie Sander’s plan was not socialism but “Santaism”, saying millennials have “gotten a little too used to getting shit for free.”",0.76644164
13984,Greg Gregerson and the penis boys were known about town to herd cattle to their branding post and would brand penises onto unsuspecting heffers .,0.87074304
20827,"They called her a drunk, a prostitute, a pornographer, a liar, mentally unstable -- impugning her honor and that of her family.",0.7667682
18922,"But if you want to win money by gambling on the Cowboys, I have no respect for you as a person, and I view you as a bigger piece of crap than Dez Bryant, and that guy beat the shit out of his own mother.",0.95146394
4295,"The chilliest citizens on the planet are found to be the Japanese, who have sex a meager 48 times a year, or less than once a week.",0.5272507
5249,"The basic complaint is that Chromebooks become nothing more than dumb, worthless, keyboard-equipped pieces of glass if your Internet dies off.",0.56141716
17715,"The Head Ball Coach has his less charming and more tyrannical moments, but it all more or less comes out in the wash due to how relentlessly and exuberantly he refuses to give a shit about acting the way college football coaches generally act.",0.8713452
21195,"The pair had sex about 10 times until on one occasion the complainant took off the blindfold and saw Newland wearing a prosthetic penis, her breasts restrained by bandages under a swimming costume, her long hair covered by a hat.",0.8776838
8107,"Necessity might be the mother of invention, but alcohol is the wish-granting genie: faster, more spectacular and almost infinitely more guaranteed to go wildly wrong and make you look stupid in the morning.",0.79549533
90,"She said he was under severe financial pressure, including the €2m judgement against him, and that “he came up with a daft idea to make money.”",0.50596714
21717,"Politicians face scandals not just for cheating, but for receiving oral sex in the White House, paying prostitutes to indulge their adult baby fetish, soliciting sex in airport bathrooms and sending pictures of their genitalia over social media.",0.8321793
7240,"We believe that certain women with a history of an HPV-related genital infection would benefit greatly from anal cancer screening,"" says Dr.",0.7607653
22923,"Brydson then filed a counterclaim, alleging that Lawson used his time at Westerkirk to enrich himself, while “ridiculing various family members as irresponsible, clueless, stupid and lazy to colleagues, subordinates and third parties.”",0.7994599
3480,Police officers shoot each other as they try to arrest child porn suspect at Harry Potter screening,0.51873034
15176,"After all, books take fucking ages to get through – often longer than 20 Gawker articles – and most books open up fundamental questions about the universe and our place within it, which, in practical terms, is just a recipe for fucking disaster.",0.8920212
16567,Late-night hosts on the evolution of Trump: 'Dickish to dictatorish' Read more,0.8716147
19879,"If only some woman could please just come out and accuse the man of raping her, this would all be so much simpler.",0.7608408
11101,"Another claimed she saw the comment ""Magpies suck"" on the Collingwood Football Club page.",0.9210716
3571,"It might have been crass, but gassing and burning did work for the Nazis.",0.5052837
21739,"Usually you can smell the bullshit that’s being served as prime rib from a mile away, but every once in a while (see: the majority of the time) websites around the world eat the bullshit and ask for more (I am sure even DG has done it).",0.83785176
4137,There isn’t a whole lot you can do with the first type; they’re basically just pricks who are best avoided.,0.5642706
10002,"It’s a bit like the Michael Keaton movie My Life, only way more fucked up.",0.869616
