index,input_text,given_label
24992,"What a bunch of morons!  They're so damn stupid they don't know when they're being whipped into a frenzy by manipulative media over a threat that doesn't even remotely exist!  What other brain-dead beliefs do they share?  Let's see . . . Obama's a Muslim who was born in Kenya, our government is coming to take their guns away, there's a ""dark government"" working behind the scene to sabotage Trump's agenda, and on and on and on.  Too bad their anger can't be directed towards solving problems that actual exist today - like climate change, the refugee problem, Russians hacking into our voting machines, a certified idiot leading our country!",0.825
19109,".

""President Donald Trump’s choice to be secretary of the Navy, businessman Philip Bilden""

A hedge fund pond-scum from (no less) Hong Kong for the Secretary of the Navy.

When Trump said he will ""drain the swamp"", he didn't tell his ""supporters"" he'll fill it up with bottom feeders, liars and fraudsters.......

.",1.0
37068,Be patient Bob Mueller will and believe me the moron is going down.,1.0
27678,If what you are saying is true don't you think it's a kind of too late to let us know now? More importantly they were not as dumb as the Chump camp to get caught. I also find it interesting that you're not watching FOX News as your favorite network is starting to slam the boy president. Must be a kick in the ba⚽️⚾️s to see the idiot's staunchest supporters being forced to confront the scoundrel and his band of liars of their deceiving ways.,0.8484849
32231,Idiotic.  The Assembly needs to focus on running the city.  This is a distraction that is not needed.  What's next?  A senior representative?  A LGBT representative?  A homeless representative?  A Mountain View gang member representative?  An illegal alien representative?  This could be endless.  Patrick Flynn is simply facilitating more dysfunction in a dysfunctional Assembly.,0.7631579
31135,"""Awwwwww... maybe if you're not breaking the law, maybe you shouldn't be worried...""
Are you aware that simplistic and stupid are not mutually exclusive?
Obviously not.",0.8
6485,My only fear is that this Village Idiot (McCain) might actually say something right down the road.,0.5466667
23772,Obnoxious activists posing as reporters were a major part of the Trump win.,0.8333333
28984,"Okay, good, keep on believing that...

It just adds to how foolish you will look very soon...

fair enough then...",1.0
27706,"Free, top-notch healthcare for Mccain.
Free top-notch healthcare for McConnell when he had his triple bypass.
They got theirs but there's none for you!!!
Tough luck poors.
Must suck to be you.",0.7916667
13912,"Happy now Sue... YOUR crazy fake ""pizzagate"" b.s. has reared it's ugly head again.

Man walks inside Comet Restaurant, points one of his weapons, causes a panic and fires a shot before being apprehended. 

I'm sure you're proud of yourself.",0.8333333
36978,"The only significant tax deduction my wife and I have left is medical expense (unfortunately).  And, now, these fascists, these far, hard right-wing extremists want to take that away from me.  Thanks a heap you monsters.",0.8333333
17151,"""Liberals see artificial intelligence as a path to reverse stalled growth""

sometimes the joke is so obvious, you just have to go "" drat""...why bother ?",0.8333333
3544,"For a little comic relief listen to the Russian April fools day spoof.
Just google Russia April fools.",0.5625
24298,"wow, that's a whole lot of nonsense. Did you copy-paste that from Breitbart?",0.8
18084,"but, but, but...  he is a good Catholic!  he and Cardinal Burke are good friends and agree about the evil Muslims!    

https://www.nytimes.com/2017/02/07/world/europe/vatican-steve-bannon-pope-francis.html",0.875
27391,"It's pretty stupid to jump in the water next to an orca. You never know if it might startle them or just tick them off and all they have to do is grab a leg and drag a person down a few meters to end the encounter. However, when the few supposed incidents of attacks by orcas on humans are reviewed in detail, it turns out none were actual attacks. Either no contact actually occurred (just feared), or no orca was confirmed at the scene (just assumed).",0.8
27886,Unreal the imbeciles are more concerned about the wall that Mexico is supposed to pay for than health care. It's the spoiled brat syndrome. Break every toy and keep on moving to the next one because they're so rich that they use twenty dollar bills for toilet paper.,0.8333333
17380,"Except terrorists from Saudi Arabia can still come in and do harm.  Hmm I wonder why the brave new man in change down there didn't ban the Saudis, seeings as most Muslim terrorists attacking the US have that passport.  Seems like an obvious one to me, but no, lets ban the moderate Muslims trying to escape from the crazy Iranian govt.",0.8
6783,Merle's has shown she has no respect for German borders and preserving her culture. She has basically given away her country and insulted her people. That's not leadership at all. It's stupidity. Give it time for the blow back. King Phillip of Spain long ago  delt with the same problem. Read up.,0.5714286
29197,"my god you are ignorant, oil has been INCREASING in demand around the world, its not going anywhere bud,, its back and starting to boom AGAIN as it always has.. you are the fool of ignorance..",0.9
34901,"What is the different between a ""smart person who doesn't actually use his brain"" and (your word, not mine) an idiot?",0.8727273
200,"Those sixty percent who did not vote for Trump are the votes who gave the party Bob Dole, John McCain and Mitt Romney. 

All losers.",0.525
29633,"The stupid emanating from the trumpery can’t fit in normal space anymore. 

We need those extra dimensions from string theory to contain it.",0.88
7024,"Regardless he still dodged it,like it matters they were both cowards,except your love affair with the biggest pervert to hold office,iam not even a trump fan.like I said before you guys put up a seriously flawed candidate and allowed for trump to be elected,so stop your crying and deal with your ignorance.",0.516129
35252,"I'm a male small business owner who saved funds in the corporation so that I could take time off after our kids were born to stay at home, help my wife and help look after the newborn. That was my ""paternity leave"". Now Trudeau is saying that I was a ""tax cheat""...and he is going to close that loophole and make it only available to females?  What if I need that time to look after an elderly parent or to deal with a family illness? Lots of enlightened organizations make ""family leave"" available to all employees regardless of gender....they do it because because it is now 2017!
    Now I'm even more enraged at these Liberal idiots! The hypocrisy is absolutely sickening.",0.9
27693,"Slapping some cheese on that ""nothingburger""... New and improved formula, upgraded from ""mostly BS"" to 100% BS! But the public will gobble it up because we are ""stupid as sh*t""... Nom nom nom",0.8181818
18220,"Warren broke the rules, she knew what she was doing, and acted incredibly divisively, but of course it is courageous when it is a Democrat or ""minority"", but rage inducing racist/bigotry/homophobia/islamaphobia when done by anyone not of these groups. 
Warren is not a ""courageous hero"", she is a class A political hypocrite, and I should hope all others who attempt to pull a similar stunt are stopped.",0.8333333
3253,"I think the problem lies with BC itself, it is almost as corrupt as Quebec, the people in BC seem to love corrupt liars, they voted for Clark and a good number voted for the pathological liar Trudeau and his Liberals.  Maybe this time they can show the rest of Canada they have some brains and morals and vote NDP.",0.5125
11860,Pick a fight with the US armed forces and see how that goes. You're talking crap.,0.7826087
17110,"After WW1 Europe did that ""taking thing"" with Germany.--- Hello Hitler and WW2.  After W2 we didn't ""take"" - we rebuilt and liberalized.. 
Hello staunch allies Japan and Germany,,  Really AK Joe -   it makes sense to keep your mouth closed once in a while, instead of putting your ignorance on a billboard for all to see.",1.0
22315,"Trump needs a war.  His fragile adolescent male ego demands it; worse, he needs a war to distract from the investigation into the collusion between his campaign and the Russians to influence the election, and especially from the sheer, massive, pervasive incompetence, corruption and dishonesty he has brought to the presidency.",0.8
13959,"She's an official IDIOT.  Stop selling us to world fraud; you were voted in TO STOP it, not buckle to lobbyists stealing here.",0.78571427
15240,It tells me that a whole lot a dummies wanted a career criminal for President and now they're nothing but crybabies.,0.76666665
24807,"Any idiot could compromise their ethics and choose one of these two.  Heck, I could, if I wanted to be so lazy to do so.  The intelligent people see past the bread crumbs that are thrown at the mass of ignorants and understand really what this country needs.",0.8
7939,"Too bad it’s not Trump.  He needs to go, the sooner the better. Republicans are cowards.",0.57746476
30786,"Mike Duffy, you are scum. It is rare to see a reasonable human stoop this low. You are a thief and generally a disgrace. Hope you get everything you deserve",0.8181818
9886,"Just imagine, a lying, crooked, corrupt, beech on a broom as the next President.  And to think it's all possible through liberal loons voting for her.  Now isn't that special?  Stop censoring me you assholes!",0.8611111
23059,"Kakistocracy is a term meaning a state or country run by the worst, least qualified, or most unscrupulous citizens.
.
The word comes from the Greek words kakistos (κάκιστος; worst) and kratos (κράτος; rule), with a literal meaning of government by the worst people.",0.8333333
26868,"That's a totally absurd and ignorant analysis.  Mainly because it's built on the completely false assumption that Kim won't be working and making money if not for this job.  Fact is that he already has other projects in the works, and will likely get other offers on top of that, now that he is free of the 5-0 commitment.",0.8333333
30782,"I know when I teach children about Martin Luthur King Jr. I tell them all about how he cheated on his wife many times and that he was very homophobic by today's standards....
and if there is time I tell them about his role in the Civil Rights movement. ;)",0.8333333
4267,"Dude, you didn't say they had to be things YOU approve of!   And how can even YOU not love 3 and 12.  I have a feeling you're being overly defensive because your party are such losers. Losers!!! hahah I love saying that! But I get it why you hate 10.    : O",0.59210527
26373,"The problem with Trump's misogyny is that when he acts like a jerk, all the other jerks feel like they can act like one too. Being the recipient of all that hostility and anger makes life miserable for women, children, co-workers, Globe and Mail readers, minorities, liberals and anyone else who does not worship at the shrine of Trump.",0.8
8735,"The First Amendment also applies to public universities. This isn’t a matter of debate, open a book or use a search engine. 

Also, my first 2 comments got rated ""uncivil"" for calling you an idiot, so I'd appreciate if you apologized for calling us sexist bigots. Thanks.",0.8
20012,yep YOUR and idiot since the states will manage the eviro issues just fine with out the feds thus being a clean country all the same,0.8148148
31903,"Well Johan, you are as much an idiot as is Mngxitama. There is no point in explaining why.",0.95238096
3857,"your nuts!~ this country has been threatening others for decades!,, they are run by nut job lunatics.",0.5185185
3532,"Anyone stupid enough to pay for this nonsense DOES NOT deserve ANY settlement.  
More Trump smear promotion from the MSM out in Left Field.

No worse than Soros funded FOR PROFIT universities...take a wild guess who he was in bed with:

http://dailycaller.com/2014/01/13/why-are-the-clintons-hawking-a-seedy-soros-backed-for-profit-college-corporation/

http://hotair.com/archives/2016/08/24/clinton-university-bill-pocketed-17-6-million-from-for-profit-college-hillary-assisted-and-now-demonizes/

I don't recall ADN ever reporting on any of these tidbits.",0.5915493
16768,When a one bedroom runs $1600 it isn't hard to see why it doesn't have a renter. A one bedroom should run around $850. The realtors in this town are insane.,1.0
9824,"http://www.nytimes.com/2015/10/09/upshot/gun-deaths-are-mostly-suicides.html?_r=0
True about keeping guns out of reach of depressed but how do you do that legally? There is such a thing as personal responsibility. Suicide by hanging: Sad! stupid depression! Suicide by gun Sad! stupid gun!",0.7866667
26584,Shooting a few of these low life parasitic criminals might cut down on their crimes.,0.9
31325,"where were all the people to shout her down and hit her with clubs.  oh yeah, only the libs believe in stifling speech.",0.8
32972,Maybe the Brazilians will be impressed with the stupid socks that dribble boy True Dope wears.,0.9130435
26909,"Streamline so that they can continue to abuse the beautiful lands here in CO and in other delicate places? Awesome that the infested scrotus and his vermin will trash this country all for a few bucks to their overlards. Say adios to anything great about our national parks and other unique places. Thanks, infested scrotus!",0.9
29363,"Indeed, I would not spend my precious time reading about this obnoxious witch.  She should sit down and shut up and crawl back into her hole!....She continues to disgrace herself....",0.8076923
31269,Who is the stupid head who built a rock wall to enclose the boat dock across the street from the Oahu Club. That was supposed to be left open so floods can drain naturally. Now this will cause delayed drainage and more flooding to wider areas. Destroy it now!,0.8148148
15453,"There is only a limit to what education can do for many people. I used to work in warehouses and factories in Montreal doing general labor. Many of the men I worked with were very bright and competent. However many of them were so stupid that they were capable of only doing the simplest tasks like putting stuff in boxes.

I don't have a good solution to the disappearance of blue collar jobs. I believe it's more of the loss of self-respect that comes from having a job that matters the most. Perhaps we should have a basic income for people in Canada.",1.0
23271,every week they make up another bs accusation and the sheep take it as gospel without one shred of evidence ever.. the usa and here in canada it is democracy that is in trouble when such ignorant idiots get to vote,0.7586207
25049,"Stop with these left lane hog bait click articles. Could you maybe report on the obvious reason why this happens instead of cutesy folksy articles that tell us nothing new. Anyone who drives big highways in big cities know that all the lanes are jammed. People in the left lane have just taken it over as the fast lane. If the left lane is moving 120 and the traffic volume is high do people think that the hundreds of cars in the left lane are going to jam over into the middle lane because some stupid tailgater is weaving behind them. In most cases it is too dangerous to move over, can you imagine the rush hour chaos if everyone in the left lane had to move for every single idiot that wants to go 140 and up. The left lane passing rule is the law but practically it only works when the volume on the highway is lower. If you drive the 407 or the other 400's at night you will notice people are more considerate about the left lane.",0.8333333
26282,"I hope Trump voters are happy. We have an immature, classless, clueless moron attempting to run the country. What could possibly go wrong?",0.8064516
20759,"Trump , or at least his advisers want to apply simplistic solutions to complex problems. Tariffs appeal to his base and he must at least appear to be fulfilling his campaign promises. Of course in the real world things are quite complicated. Complex manufactured goods are likely to to have components from several countries. Softwood lumber is an easy target, cars , phones, electronics, robotics, planes, etc,  not so much. In the long run I suspect things will not change much but in the short run a lot on people will be hurt by Trump's misguided policies. The man is an ignorant buffoon, albeit a wealthy one. How he came to be president speaks volumes about the US electoral system.",0.8333333
1542,"Of course not.  One of the time-honored responses to boastful locker room lies, such as Trump's boast about grabbing women's genitalia in greeting, is ridicule.

The length of the line outside the White House will be an index of Trump's boastful lying.  I hope it's a short line!",0.5875
6214,"This just came across the AP:
""Black Lives Matter Activists Unveil List of Demands to White People: ‘Give Up the Home You Own’""
So, are all of you progressives going to put your money where your mouths are and give up your homes to Black Lives Matter?
If no, then are you a hypocrite?",0.5125
7554,"Of course they want war. They get excited when the malignant narcissist and draft-dodging, warmongering, mentally deranged sociopath they follow screams his bellicose epithets to prove what a man he is. Trump can send his boys as a starter, then draft all the GOPers kids as cannon fodder.",0.5263158
5676,"The concept of a criminal background check is the dumbest concept ever...to someone with criminal charges on his record.

And yet, recidivism is a real thing among criminals.",0.50793654
34949,"Oh darn!!  That goes to show that fracking and indeed anything to do with hydrocarbon use (including cars) should be immediately be phased out!   Excluding humans, cars are the most dangerous and polluting of of all of mankind's creations.",1.0
21063,You're an IDIOT. An ignorant idiot speaking without a shred of a clue or information.  I'd advise you to do some reading but people like you don't read.,0.93877554
1439,"Go get your crayons and find your safe space. Enjoy the holidays alone. Your whining is growing real old. Your side LOST. Suck it up. No participation trophy this time. 

Carry on; continue with your belittling and mud slinging. Learn to lose with dignity. Your candidate sucked MORE than Trump-get over it. Your whining says a lot about your character or lack of.",0.59090906
25812,"This item is barely newsworthy, coming from one of the most prolific liars in the history of politics.  Who can tell if it is even remotely related to fact? The statement is no more than meaningless noise from a blabbering idiot.",0.76
1219,"Crickets go: CRICK. CRICK.
Bullfrogs go: CROAK. CROAK.
Americans go: CROOK. CROOK.",0.5125
7633,"You were never prevented from saying Merry Christmas in America.

That is a pathetic lie.",0.5733333
10665,"Right. Because this model citizen is the example we should follow. Sorry hon i have never endangered any lives with my driving , unlike the 3 jerks who made the news today in seperate but equally stupid stunts of driving. Get over your pompous self.",0.7763158
13539,Just curious why it is that no one watches or listens to the CBC? Are there that many elites in this country?? Or is it because they suck at what they do,1.0
20053,"To you, in your alternate reality, it's that simple, but to the rest of the world, we understand that NK has ignored the carrot, the stick and diplomacy for decades and is on track to develop a long-range nuclear weapon. 
Their leader is bat-shit crazy and cannot go further. 
He must be stopped.",1.0
28118,"He's  MENTALLY ILL
...like Hitler was...
A Destructive Narcissist with Narcissistic Personality Disorder..",0.7627119
15692,"These buffoons will try to label it a ""revenue problem"" and increase taxes even more.

What a disgusting lot these Liberals are.",0.8
3445,Your comment is  like saying i will trust the prisoner because I do not know the police officers record.    Lipstick on a pig makes it the same Liberal pig.   Or are you on the take?,0.50769234
24986,"Before making such nasty comments - best check who you're posting to. This poster is ""utilas"".....the person usually posting here that you take issue with is ""utilitas""

Perhaps another case of stolen identity?",0.8333333
11503,Stop feeding the troll. Let him drink himself to death if it makes him feel better.,0.8
6145,"Typical liberal reasoning! State the obvious fact, from reading the article, and one is called a racist, a bigot, a homophobe and etc. Liberals attack the messenger, for stating the obvious fact, and ignore the obvious. These thugs acted as animals towards another human being.",0.5074627
12259,"Trumpeters are such bloody whiners! ... just like their candidate!  ""The election's rigged!""  For crying out loud (which they do quite well, I might add).  What happens in the next election when someone doesn't get their act together?  Does the Division of Elections have to make accommodations for them too?  A precedent has now been set by the whiners.  These people are destroying our society by not taking responsibility for their actions ... or lack there of!",0.8
31665,"Fortunately we don't have to put up with idiots like you actually walking around in out country. Here's the facts, Jack. The gross profit margin of ALL our exports to the US is less than 35 Billion CAD. So you know what? GO POUND SAND.

You're nothing but a bunch of deadbeat, paranoid, white supremacists, who feel it is their 'moral obligation' to keep their society '20 Mule Team white'. 

The fact that the government of the US allows the continued public display of some kind of weirdo statue (likely erected in the. middle of the night by a bunch of drunken yahoos in white hoods), that calls for the outright murder of 7 Billion people, tells you all you need to know about the 'American mentality'.",0.75757575
33246,Bunch of Douche Bags...  And I have the right to not watch...  Fools,0.83870965
11709,"""I've got zero idea of what you want Dog?"" Obviously! It might? Might help give you a clue if you read my original post which were addressed to Crum.

""Elizabeth Warren scares both Republicans and Democrats."" I feel 100% confident that Elizabeth [I want to be an Indian} Warren scares no one but Democrats, and for good reason. The women is certifiably a crazy nut case and phony.",0.8333333
11598,"""This idiot and others like him are lucky they don't get shot by people in self defense."" ??

Try and keep up, Odrama, this idiot was shot by people in self defense.",0.92957747
24900,Disgusting. Someone should've gotten him the mental health treatment he needed before it was too late.,0.8333333
14161,"I am quite certain the children who are being raped, sodomized and otherwise sexually assaulted don't consider this a thought crime. I hope the police take note of your comment and trace your identity. I bet you have a computer full of images. Actually, let me help you out - I will report your post to the police myself. Idiot.",0.7777778
30008,"Trump just held a press conference and he tried but failed miserably to defend white supremacy.


Yesterday Trump was lying. Today he was telling us what his Nazi-loving, hateful self truly believes.



This was like watching Eric Cartman give a press conference.",0.8
14491,"Liberal Stupidity knows no bounds.   China now owns Canada, what is it exactly you wish to give them that they don't already have?   

China has infiltrated the government and is abusing the liberal immigration system.  What else would you like?

Insanity prevails in Canada.",0.7631579
10517,LMAO!  That was one of your more ridiculous statement. Are you just daft?,0.78125
26217,"As usual, when you can't argue facts, just make up some stupid statistics and try to bluff you way through. Calling Planned parenthood a criminal organization is not paranoid. It is the truth.",0.8333333
27195,"Steele is a bogus issue.  The Russians contacting Donald Trump, Jr., with the promise of giving him information damaging about Clinton is a big issue.  Then Trump Jr. bringing in Manafort and Kushner is a big deal.  The fact that he went there specifically to get intelligence from the Russians is a big deal. Someone claiming Trump liked to be peed on is just stupid.",0.765625
8435,"putting a criminal in prison so they cannot prey on society is cruel, but cutting off their arm is humane? That is as moronic as anything I have seen PC liberals posting in this forum have said.",0.8
30194,"They are not ""imposing"" anything.  If you have a problem with Catholic sexual ethics, be Protestant and have sex with whoever you want, whenever you want.",0.8
9582,"here we have ANOTHER muslim kook shooting us, and morons think trump is the problem for cleaning up our country. i can't wait till he starts exporting these freaks.",0.85
9991,Wrong Wavemaker. The NRA have supported the instant background checks. They have not supported knee jerk actions to extend background checks to private gun sales between private individuals. They have also not supported background checks at gun shows between private owners as well.,1.0
37152,"In an actual real grown up nation, that wouldn't be necessary.....and in the end, why should they bother, they can just close up and move to Texas, N. Dakota or Russia for that matter....where governments actually appreciate investment, jobs and taxes.  Canadian are in fact stupid!!",0.85
19555,"It works if you are athletic and can run with the dog on leash until the dog is tired.  If you can't do that, then it is a dumb and irresponsible move to get a young dog in the first place.  As a (multiple) dog owner, I can can attest to the fact that 90% of people have no business owning a dog.  Most dog owners are clueless.  Though I think most dog owners are idiots, I think trappers are bigger idiots.",0.82857144
21497,"""The mother of all bombs to create the mother of all terrorists""?

The mother of all bombs to kill the mother of all terrorists.

There, I fixed it...",0.8
21322,"You miss my point, I said, I don't think its wrong he did this, my point is he did it as knee jerk, not thoughtful ""what's next"".   This attack was a slap on the wrist...base already up and operating.......he needs a comprehensive policy..........and he could start with clearly articulating Assad should be gone...and THAT should be policy.......as for the ""reality"" of Trump...he is a dishonest, narcissist and egotist....who's only goal is ratings.......you should get a grip on reality my friend.",0.8333333
21220,"your stupidity and left wing bias is unbelievable , must be an idiot",0.89361703
14843,"'
Oh, look some goober thinks he's witty.

It's Russian for moron.
.",0.92957747
23197,"Got your tinfoil hat on nice and tight  I see.
Yes because only Russian interference could explain why Hilary lost her 2nd run for office 
Had nothing to due with DNC railroading Bernie, her ability to come off credible, Ontario Liberal style bleach emails servers, FBI investigations uncovering nasty little details, hundreds of millions to the foundation, uranium to the Russians, media collusion,  lavish speaking engagement fees for Mr.Bill, zero accomplishments to campaign on other than failed middle east polices.
Yes its the Russians fault, for what ??  being Russian !!!
Give me a break man, do you hear yourself ???? 
It would be laughable if it wasn't so pathetic.",0.8333333
10683,Doesn't pay to tailgate either. I'll bet the driver feels stupid.  Stupid is as stupid does.,0.962963
5965,How about just annoying and soul-sucking?  Who votes for annoying and soul-sucking?,0.51428574
28884,"Is tRump merely too stupid to understand that he is embroiled in a deep investigation and doesn't comprehend it, or is he deliberately telling his people to lie?",0.7586207
20971,"Stupid argument, although I hesitate to even call it an argument.  Try addressing the issue, instead of making idiotic remarks.",0.8888889
14046,"Elvin, ""dude"" went out of common parlance with the 70's; grow up and move on clown

Do we have to put up with your ""stupid"" for the next 4 years?

Boo hoo hoo go lookup parlance moron",0.8333333
25227,"That Trudeau felt it necessary to consult with the US first on such an obvious question shows he is still not ready.

What a fool.",0.7735849
34435,"Just so I'm perfectly clear on this, Tillersons' 'moron' comment aside, there are some people out there comfortable with this guy running the show?",0.8333333
21270,"Ah Christie, you had years to do this but you choose now. What a hypocrite. A little vote buying for the next month and then back to sticking it to the masses if you get elected. Hopefully the voters see thru this garbage this time. The smile on the little cherubic face no longer looks so believable.",0.76363635
16806,"NO!!! You have been lied to and you are wrong. Just ask your founder, EMMA GREEN..Don't be an idiot. Do your homework... All are NOT welcome ...",0.76666665
2018,"The cougar didn't even scratch him while his own dog bit him.

Stupidest story of cruelty on the boards today.",0.54285717
10009,"Probably not stupid (brilliant people sometimes do stupid things) ... but when ""people learn valuable life lessons"", who should pay the tuition?",0.8
30272,"Stupid is as stupid does.  Unfortunately ignorance prevails in our society.  When you start pointing a finger at someone, remember 3 are pointing back at you.  Auwe!",0.8909091
10867,"And I sincerely hope you get over being mad at me for exposing your lies.

Have you come up with those court case citations yet?",0.8
4251,"https://www.youtube.com/watch?v=rUD4Td9hjKw

Doug is one of the losers.",0.56060606
35155,"I agree with much of what you are saying. Money, nationalistic pride, and deities have given humans a direction to channel their anger and violence. Buuuut our president is definitely fueling a capitalistic nationalist divide and it’s stupid.",0.8103448
31763,"You are deciding that DACA is unconstitutional?  You?  

The case for or against DACA isn’t really a constitutional case at all. It is a question of whether federal laws enacted by Congress permitted the Obama administration to act as it did.

You really need to speak with an attorney before writing ridiculous things.",0.8333333
14184,Hopefully our incoming President will undue this type of stupidity and overreach.,0.7702703
20755,"I maintain that Donald Trump doesn't really mean it when he denies the science behind the assertion that global warming is real and that it is man-made. We already know the man is a serial liar. I think  he's lying about this because his real interest is in lining the pockets of his billionaire buddies in the oil and gas industry, and if he were to come right out and admit that it would be seen as too crass, even for him. So he lies and claims he doesn't believe the science, which sounds more legit.

What I don't get is all the ""family values"" people who are always the first to chime in with ""but what about the children?"" not caring about climate change now. It's clear to me as a gay person that ""family values"" only ever meant ""no homo,"" but still, you'd think that conservatives really would care about the world they're leaving their children. The fact that they elected Trump tells me that they don't give a d*mn because we all knew Trump's plans before the election. Hypocrites all.",1.0
34427,"Honda is a has-been. Hyundai is where its at. Teenagers, students with no money will buy GM, Ford, Chrysler, Fiat crap. Toyota has slipped but still way better than most. Mecedes is expensive crap. BMW is arrogant. Volvo should just go away. Lexus is king of the world. Volkwagon are crooks.",0.78125
19496,"cept people from around the World suffer.  Children, adults and families are in danger of the 'insane clowns' shallow skin.......We deserve him as this country voted him into office; the rest of the World?  not.so.much",0.8
1152,"What a racist administration!  So hispanics, philippinos, blacks, indians,and poor old whitey will not get the jobs on federal land, but they will get to pay for the natives hired by the feds to do the so called ""work"".  Racial discrimination pure and simple fostered by the Obama administration.  This is proof enough we can not allow Clinton to take the presidency. She will be Obama on steroids.",0.5375
1296,Im flagging your comment because it is abusive and body shaming.  You should be ashamed of yourself.  By the way reading your comments is like wiping drool from an invalid's mouth.,0.56666666
15207,Oregon libtards are the most delusional folks I have ever seen in the world. Please stop wasting taxpayers money on all your frivolous crap. Why would ANY parent pay to send their kids there?,0.7625
7921,"yeah, sure.  Throw baby out with the bathwater.  Hate sports, so cut the TV cable.  

So get out from under your ""dumb bosses,"" Reg.  Go ahead.  You have my permission to seek gainful employment elsewhere.",0.55263156
14254,"4chan is honest, really. Their masthead reads

""The stories and information posted here are artistic works of fiction and falsehood.
Only a fool would take anything posted here as fact.""

There is no shortage of fools.",0.8333333
35803,"They're afraid of a bigoted, racist malignant narcissist, mentally deranged sociopath, excrement-spouting world-class pathologically lying warmonger, and politically degenerate presidential wannabe who is determined to drive this country into the ground.",0.75757575
541,LMAO!  The DNC puts out this non-sense on the Russians after Hillary and the DNC were caught rigging the primary and the worthless liberal press puts this BS out there to give Hillary a pass. What's worse is the sheep are flocking to it. lol     Unbelievable!,0.51428574
26574,"Get a grip and use your brain. It's not about killing fish. It's about killing the fishery. Are you always so ignorant, or just mean?",0.85106385
10562,"damn.  another opportunity lost.  but i've also got an idea for wireless communication!!!  yeah, that's right -  WIRE-LESS!!!   ...  i think that may be the future... been talking to Al about it....",1.0
14601,"Agreed. You can't reach the lost by being a judgmental jerk who makes kids cry. Christ calls real Christians to be compassionate and come along side people in there darkest days, not yell at them to repent as they come out of the bar. There's a time to talk about the consequences of sin but if you don't be compassionate first, nobody will care about what you have to say. Plus, a position of judgment is the worst place to preach from about sin. Paul constantly used his past to lovingly show that he understood where they were right then and he accepted them. When you can say ""look, I've been where you are and have felt what you feel"", you will have much more of an impact. When people act like this, it makes the world think this is Christianity. Just my 2 cents.",1.0
8512,"HIM AND CLINTON WHAT A SAD DAY IN AMERICA ,PEOPLE ARE SO DAM STUPID TO EVEN THINK ABOUT VOTING FOR THEM.OBAMA IS A COMPLETE COWARD ! TELL THEM TO STAY AWAY FROM ALASKA ,EVERYTHING NOT FREE PEOPLE SOMEONE HAS TO PAY !!!!",0.8333333
33198,"Give me a break G&M, Ontario's plan to sell pot is ridiculous! It will cost them two dollars for every dollar's worth of weed they sell - mark my words. I am just back from Washington state where they have a robust and COMMON SENSE recreational retail marijuana market run by private retailers. The stores are clean, safe and well-stocked and most importantly, the entrepreneurs are taking the risk with their skills and expertise while Washington state collects much needed tax revenues.  Ontario's plan is another Liberal boondoggle in the making for sure.",0.8333333
27932,"""supporting education""?  I think what you really mean is supporting the teacher's union and the democrat party, which receives funding and operational support from the latter.  This is all about self-interest, not the interests of our children. Keep your pussy-hats to yourselves, thank you.",0.8
19609,"Ward: ""...the protest appears to be based entirely on partisan politics, and not real issues related to women."" ""When has he ever even threatened to take such action against women during the campaign?"" DT: ""When you’re famous, Trump said, “you can do anything. Grab them by the pussy.” Ward: ""Trump has more women in his cabinet, and more women advisers, than Obama did"". 

Samantha B: ""The Trump WH is so feminist, EVERY day is Day Without a Woman.""",0.8
37318,"Look, another ignorant, slobbering, mouthbreather!  Trump fans are the absolute lowest!",0.86538464
26101,"If Twitter suspended him, we wouldn't be able to figure what an idiot he was. 

Covfefe.",0.8636364
581,"Everyone already knows Clinton is a habitual liar. Nobody cares. Or that she's careless with top secrets and isn't smart enough to know what classified means. At this point what does it matter, she's the nominee.",0.53333336
27228,"Democrats, Republicans, or Trump - you can blame anyone or no one, but you're still going to get a crap deal.",0.825
14097,"Right  wing political trash is still political trash! It can come in the form of a Bush, Trump or a Harper but it is all the same.  The selection of corruption being put in place as the incoming Trump Administration will render the coffers of the USA taxpayers to that of a third world country! Pray I a wrong!",1.0
12285,"Ah, I look forward to being woken up tomorrow morning by the endless cacophony of sirens as the police respond to the many dozens if not hundreds of accidents and ""incidents"" on the snowy Glenn Highway due to all the idiots who think that their tailgating, texting-while-driving, and 70+ mph driving habits, as dangerous as they are in DRY conditions, are just as suitable and appropriate in icy and snowy conditions.  I'll laugh, and I'll laugh.  But they, on the other hand, will never learn.",0.8333333
15660,"The Kenai Borough Assembly is best summed up by the words of a great American philosopher,

""Stupid is as stupid does.""",0.82539684
1289,"People of German descent are notorious racists, well known for their cruelty.   Have you forgotten WWI and WWII??

Just look at how white she is.  Adolph Hitler would have admired her greatly.

You obviously don't have much experience with people of German descent.   They are a very mean and racist people.  How else do you think that someone like Hitler was able to take over the country??",0.51428574
26878,It is not the vehicle but the Muslim at the wheel we have to watch out for.,0.8
10741,maybe if you knew anything about business you would know never to insult the owner/manager of an establishment or complain about public rights on private property I swear half you are just ignorant or that fricken stupid!,0.85714287
24302,"another idiot thought, see loser the world covets marketing in and to the usa, it is where the wealth is! they do your idiot suggestion and they will have squat selling nothing in the usa. get over it, trump is winning and you are ignorant",0.9814815
